RegionID,SizeRank,RegionName,RegionType,StateName,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022
394458,22,"Charlotte, NC",msa,NC,226035,226038,227614,229077,229342,228365,227486,230311,234793,239036,242277,245138,244666,246829,247662,250129,252274,253576,257198,257486,259381,253265,251641,254229,265779,275015,282207,286337,287331,289449,292594,299148,304695,312316,317452,322441,325943,332430,337920,343720,346760,350467,354167,358180,365261,375260,384340,383599
394943,23,"Orlando, FL",msa,FL,231034,231750,233233,233554,236359,236730,240563,240495,241465,241309,243589,246810,249437,251429,251659,251587,253891,256349,259160,259147,261808,262490,261855,261649,265470,270024,274238,276949,279802,281570,282360,285124,288651,292905,299028,307253,315570,321657,327757,334137,341321,346761,351578,359041,369321,377262,384820,386712
395055,24,"San Antonio, TX",msa,TX,213706,212040,213226,212982,214188,212989,213703,215093,216811,218729,219499,221635,221778,223018,224809,223939,224461,224663,227157,229206,231168,231371,232097,235765,240905,247065,251075,255317,257092,258262,259577,260233,263338,267179,271965,277758,282527,287674,292564,297140,301273,303345,304574,307919,313303,321199,326916,326844
394998,25,"Portland, OR",msa,OR,384290,382338,384655,383659,383482,380502,382248,383629,386081,386520,387149,389402,389853,390906,393367,396509,399149,401667,403186,406069,405623,402957,402950,407739,417351,427907,435481,440661,442228,444941,451632,460985,470821,479556,485591,491318,496625,499314,504493,506090,510493,509965,512968,522776,534421,546209,549875,550052
395045,26,"Sacramento, CA",msa,CA,390247,389885,389469,391365,390690,391235,391001,393354,398572,402800,405320,405416,406983,406990,405278,406683,407440,410770,411895,418154,419781,417399,416875,425675,439537,452006,460127,463793,466740,468336,474906,486259,497786,512587,522644,532014,535681,538027,539543,543730,545533,549909,556252,571829,580733,586915,581064,576162
394775,27,"Las Vegas, NV",msa,NV,267714,270898,274869,276555,277357,277662,277799,279067,279123,280482,280852,282099,284384,287786,289768,289543,288629,288624,292971,295592,296607,295342,297300,301032,303127,304300,308006,313187,317009,319281,322008,327554,333547,342291,349861,359366,364219,369497,372234,377746,384530,393720,406003,416313,427125,432535,433799,428445
394982,28,"Pittsburgh, PA",msa,PA,162385,162522,160647,160210,160698,161687,161581,161773,161837,163245,164588,167596,170342,170195,170148,169399,170355,170110,169578,171741,176878,181286,179729,179763,181128,187436,189265,190236,187461,186580,187392,191878,194641,198197,200979,204484,204171,203038,204081,206996,208082,206272,205357,205175,207319,209434,212838,217093
394355,29,"Austin, TX",msa,TX,312430,308364,309639,308638,311252,311501,307403,308584,311695,321140,325239,325473,323069,320342,324451,325973,328368,326911,329993,333548,334923,332074,330710,339764,349305,358386,365493,372614,378215,380750,389259,405903,435016,456545,473261,480155,483560,478305,470458,474374,478940,490471,499289,518467,538420,560637,562931,552753
394466,30,"Cincinnati, OH",msa,OH,168686,168470,168751,170311,169813,169884,170552,173232,176638,177787,178690,177563,177592,178876,179953,180961,182368,182276,183206,185847,190737,189153,187479,187196,193034,196808,200462,203647,205416,202860,200621,198473,204187,207232,216773,219873,226324,227113,229549,230514,232347,232969,233240,233170,235354,239579,243662,245327
394735,31,"Kansas City, MO",msa,MO,201025,200606,201142,204183,205736,207689,207964,212029,214442,218036,218941,218520,218174,216883,215301,215161,218134,222105,223879,227904,229811,230701,229063,231485,237061,244060,248896,251734,249327,249773,252103,255665,257225,258227,258691,261595,261251,263805,264263,266638,268395,266842,269177,273928,280169,287882,293075,295138
394492,32,"Columbus, OH",msa,OH,188411,186254,186105,186972,186317,185581,187717,190435,194578,197889,200803,201360,198555,197187,195139,195664,195197,199147,202032,207520,210381,211231,207587,209677,214820,220681,222937,224457,227425,227038,223076,222820,227264,235906,242108,245189,250493,252555,253733,251632,254001,255441,259075,259447,263716,271371,281208,286231
394705,33,"Indianapolis, IN",msa,IN,174544,173048,173061,175015,176075,177383,177462,179104,179412,181428,183105,185822,187619,186810,188266,186751,187107,185551,188091,191748,195805,198680,198959,201074,205055,211926,215712,217072,215563,215215,215255,215407,218609,224720,232139,237126,238905,239686,243467,245318,248110,246319,244997,247027,250718,259451,265303,269274
